ticket_nro,fecha_hora,dni_cliente,sucursal,empleado_id,metodo_pago_id,canal_venta,total_venta,campania_id
1137,2024-11-25 21:55:00,13659179,Tienda Online,9,2,Web,149383.32,
1138,2024-01-08 10:45:00,37011889,Centro,2,1,Presencial,177448.34,
1139,2025-10-15 10:49:00,28567695,Norte,6,3,Presencial,32320.56,
1140,2024-05-20 23:45:00,17507729,Tienda Online,10,4,Web,125859.39000000001,
1141,2024-12-01 06:18:00,14755156,Tienda Online,9,2,Web,99967.31999999999,
1142,2024-07-06 19:40:00,19888757,Tienda Online,9,5,Web,41361.66,
1143,2025-07-17 18:28:00,32828789,Tienda Online,10,5,Web,171129.79,
1144,2024-02-23 04:40:00,10770478,Tienda Online,9,1,Web,33144.89,
1145,2025-04-25 12:19:00,33811900,Centro,2,5,Presencial,33823.38,
1146,2025-08-05 23:55:00,18439645,Shopping,7,1,Presencial,65670.22,
1147,2025-06-19 09:19:00,17614246,Centro,2,2,Presencial,121365.04,
1148,2025-08-27 14:02:00,36873895,Shopping,7,3,Presencial,128684.06,
1149,2024-05-11 19:40:00,41996735,Shopping,7,5,Presencial,65355.94,
1150,2024-05-16 07:26:00,20905308,Shopping,7,1,Presencial,34182.8,
1151,2025-04-02 04:55:00,41996735,Tienda Online,10,1,Web,140650.49,
1152,2024-09-05 16:43:00,21787005,Norte,4,3,Presencial,127664.52,
1153,2024-10-21 04:48:00,35442729,Centro,1,3,Presencial,200146.36,
1154,2024-10-03 05:28:00,26783807,Centro,2,2,Presencial,100791.65,
1155,2025-07-18 17:23:00,36674654,Shopping,7,2,Presencial,180714.1,
1156,2024-10-16 08:36:00,10372106,Tienda Online,9,5,Web,136553.6,
1157,2024-01-02 16:25:00,28567695,Norte,5,2,Presencial,162653.28,
1158,2025-08-01 19:15:00,42520755,Shopping,7,1,Presencial,73401.16,
1159,2024-09-03 18:10:00,32199028,Shopping,7,4,Presencial,32320.56,
1160,2024-05-20 07:53:00,26591977,Norte,5,1,Presencial,32320.56,
1161,2025-03-27 04:37:00,40890427,Centro,2,2,Presencial,135333.87,
1162,2024-08-30 20:52:00,20565131,Tienda Online,9,1,Web,32525.33,
1163,2025-07-08 05:42:00,38902901,Tienda Online,10,1,Web,57624.33,
1164,2024-12-31 15:26:00,21787005,Centro,2,2,Presencial,88374.8,
1165,2024-07-19 07:08:00,37406784,Centro,1,2,Presencial,65465.45,
1166,2024-07-28 12:30:00,22203066,Centro,2,4,Presencial,136634.26,
1167,2024-06-10 07:13:00,16100827,Norte,4,2,Presencial,74506.55,
1168,2025-06-27 20:11:00,20332827,Tienda Online,9,3,Web,200624.7,
1169,2024-10-29 12:49:00,41156466,Tienda Online,9,4,Web,65822.86,
1170,2024-04-25 19:07:00,22203066,Tienda Online,9,4,Web,33144.89,
1171,2024-08-25 04:18:00,10372106,Shopping,7,1,Presencial,70078.40000000001,
1172,2024-04-05 08:51:00,26654221,Centro,2,3,Presencial,148188.77000000002,
1173,2025-10-01 15:05:00,17358428,Tienda Online,9,4,Web,101903.88,
1174,2024-02-01 02:51:00,28427922,Tienda Online,9,2,Web,28716.74,
1175,2024-04-10 14:59:00,37388193,Tienda Online,9,5,Web,158425.04,
1176,2024-03-28 18:37:00,16381102,Tienda Online,10,2,Web,102166.03,
1177,2024-02-13 10:43:00,30873468,Norte,6,4,Presencial,32677.97,
1178,2024-01-03 22:35:00,21678777,Shopping,7,2,Presencial,41361.66,
1179,2024-10-08 18:05:00,23663184,Centro,2,4,Presencial,138885.52000000002,
1180,2024-06-23 19:41:00,26058980,Centro,1,1,Presencial,29569.23,
1181,2025-02-24 20:33:00,32012128,Norte,4,5,Presencial,229789.14,
1182,2025-02-05 08:37:00,32049663,Tienda Online,9,1,Web,121000.09,
1183,2025-05-25 08:29:00,11735763,Centro,2,2,Presencial,143265.54,
1184,2025-06-18 19:30:00,37652324,Centro,2,3,Presencial,59668.45,5
1185,2024-09-14 02:48:00,38902901,Tienda Online,10,1,Web,129734.45000000001,
1186,2025-01-12 11:36:00,29812600,Shopping,7,2,Presencial,36700.58,
1187,2025-02-25 09:33:00,42520755,Shopping,7,5,Presencial,50588.18,
1188,2025-05-27 17:42:00,18889009,Centro,1,3,Presencial,198127.1,
1189,2024-12-29 06:37:00,27044130,Shopping,7,3,Presencial,126860.16,
1190,2025-04-22 04:13:00,41690133,Tienda Online,9,1,Web,78062.24,
1191,2024-11-26 07:42:00,31169695,Tienda Online,9,4,Web,33144.89,
1192,2025-06-01 16:57:00,17318490,Tienda Online,9,3,Web,166507.01,
1193,2024-01-31 20:00:00,38396306,Tienda Online,9,3,Web,184911.68,
1194,2024-10-17 20:20:00,20565131,Tienda Online,9,4,Web,144118.03,
1195,2024-05-06 17:57:00,22588451,Shopping,7,5,Presencial,75544.46,
1196,2025-02-21 06:38:00,30090967,Tienda Online,9,2,Web,21871.44,
1197,2024-12-09 11:31:00,31630635,Centro,1,1,Presencial,62714.119999999995,
1198,2025-01-10 21:31:00,24449461,Norte,6,3,Presencial,136396.34,
1199,2024-01-19 01:26:00,28567695,Centro,1,1,Presencial,124037.47,
1200,2024-03-15 10:56:00,37388193,Centro,2,2,Presencial,99493.6,
1201,2024-04-21 16:34:00,22588451,Shopping,7,4,Presencial,227646.33000000002,
1202,2025-04-03 06:37:00,35442729,Shopping,7,3,Presencial,129046.71,
1203,2024-03-07 09:52:00,32159349,Centro,1,5,Presencial,95685.01,
1204,2025-11-03 10:07:00,16645229,Tienda Online,10,5,Web,28716.74,
1205,2025-01-09 19:46:00,34218318,Norte,5,5,Presencial,33823.38,
1206,2025-05-27 10:34:00,28349234,Tienda Online,9,5,Web,67646.76,
1207,2024-05-24 14:40:00,38531078,Centro,1,5,Presencial,224371.17,
1208,2025-11-17 22:36:00,29368328,Tienda Online,9,3,Web,199296.5,
1209,2025-02-19 20:09:00,28124922,Tienda Online,10,5,Web,107863.01000000001,
1210,2024-03-15 07:23:00,38153498,Norte,4,5,Presencial,73886.99,
1211,2024-05-03 08:35:00,38250184,Tienda Online,10,2,Web,147304.23,
1212,2025-09-06 13:20:00,38120042,Tienda Online,9,1,Web,132089.58000000002,
1213,2024-03-15 10:58:00,31117675,Centro,2,4,Presencial,165530.47999999998,
1214,2025-09-05 09:36:00,24800101,Norte,4,2,Presencial,157081.11,
1215,2025-08-01 23:52:00,28349234,Tienda Online,10,1,Web,65050.66,
1216,2025-11-21 18:12:00,39651079,Tienda Online,9,1,Web,73886.99,
1217,2024-07-26 11:46:00,19706758,Centro,1,1,Presencial,33823.38,
1218,2024-06-17 23:08:00,42659965,Tienda Online,9,1,Web,163641.03000000003,
1219,2025-05-22 18:38:00,44107468,Centro,2,3,Presencial,131412.13,1
1220,2024-04-06 14:43:00,28696734,Tienda Online,9,3,Web,171468.23,
1221,2025-05-26 22:46:00,12675011,Tienda Online,9,2,Web,33823.38,
1222,2025-05-18 20:06:00,36873895,Centro,1,2,Presencial,148864.34,
1223,2024-08-25 18:24:00,38531078,Tienda Online,9,1,Web,230135.0,
1224,2025-08-25 18:35:00,12239055,Centro,1,4,Presencial,115791.48000000001,
1225,2024-01-16 12:27:00,17471301,Centro,2,4,Presencial,75185.04000000001,
1226,2024-03-29 13:25:00,26783807,Norte,5,3,Presencial,116732.12,
1227,2025-08-07 04:44:00,19888757,Norte,5,5,Presencial,33144.89,
1228,2025-11-29 09:09:00,34798543,Tienda Online,10,4,Web,204384.07,3
1229,2025-09-12 11:31:00,31616558,Shopping,7,5,Presencial,41361.66,
1230,2025-10-03 18:37:00,40450329,Tienda Online,9,4,Web,144206.34,
1231,2024-03-06 21:25:00,18818897,Shopping,7,4,Presencial,122663.09,
1232,2025-08-13 06:41:00,18494838,Tienda Online,10,1,Web,172760.45,
1233,2025-02-03 13:00:00,20369856,Tienda Online,9,3,Web,28716.74,
1234,2024-10-13 18:29:00,20371898,Tienda Online,10,3,Web,117144.04000000001,
1235,2024-12-27 20:52:00,35526938,Tienda Online,9,2,Web,175761.81,
1236,2024-12-14 13:49:00,27748007,Shopping,7,3,Presencial,98815.11,
1237,2025-05-09 06:04:00,38120042,Shopping,7,4,Presencial,128829.9,
1238,2024-04-14 07:37:00,26871415,Norte,6,1,Presencial,158943.97,
1239,2025-07-26 11:04:00,28669062,Norte,5,5,Presencial,97056.48,
1240,2025-06-08 19:41:00,39176602,Tienda Online,10,1,Web,69378.55,
1241,2024-10-02 01:17:00,11411585,Norte,4,3,Presencial,104594.76000000001,
1242,2024-06-26 12:29:00,26431104,Shopping,7,4,Presencial,70930.89,
1243,2025-09-27 09:04:00,24867952,Tienda Online,9,2,Web,97166.45000000001,
1244,2025-07-28 02:03:00,41690133,Tienda Online,9,2,Web,99414.7,
1245,2024-05-20 11:17:00,13659179,Norte,5,4,Presencial,179805.04,
1246,2025-08-25 14:24:00,29174891,Tienda Online,10,3,Web,93357.86,
1247,2025-03-14 11:20:00,34268915,Tienda Online,9,2,Web,34182.8,
1248,2025-10-16 07:50:00,41453788,Centro,2,2,Presencial,37225.49,
1249,2024-11-27 11:36:00,12409147,Shopping,7,1,Presencial,173533.23,
1250,2025-05-17 04:55:00,29368328,Shopping,7,2,Presencial,130546.3,
1251,2024-10-21 07:08:00,20256869,Centro,2,5,Presencial,54192.0,
1252,2024-05-26 22:01:00,28456905,Tienda Online,9,3,Web,122594.1,
1253,2024-06-30 06:10:00,21756850,Norte,5,4,Presencial,83113.51000000001,
1254,2024-02-03 11:06:00,10990382,Shopping,7,5,Presencial,141474.82,
1255,2025-03-26 04:07:00,19104260,Norte,5,4,Presencial,76063.44,
1256,2024-07-09 00:59:00,41535292,Shopping,7,2,Presencial,138777.56,
1257,2024-08-29 18:52:00,12090484,Centro,1,2,Presencial,123723.26000000001,
1258,2025-07-23 10:30:00,22960720,Shopping,7,4,Presencial,141893.17,
1259,2025-08-14 17:00:00,28349234,Norte,5,1,Presencial,163765.51,
1260,2025-05-24 03:50:00,39651079,Tienda Online,10,4,Web,50824.6,1
1261,2024-02-25 18:42:00,14868286,Centro,1,2,Presencial,169513.07,
1262,2024-12-31 06:18:00,21678777,Centro,2,5,Presencial,68006.18,
1263,2025-02-01 22:01:00,15285296,Tienda Online,10,5,Web,41361.66,
1264,2024-06-15 07:10:00,26764226,Tienda Online,9,1,Web,159599.51,
1265,2024-01-06 19:40:00,18494838,Shopping,7,4,Presencial,57433.48,
1266,2024-05-28 13:34:00,20915531,Tienda Online,9,2,Web,50588.18,
1267,2024-05-22 01:49:00,42789774,Tienda Online,9,5,Web,31520.56,
1268,2024-02-12 04:07:00,38902901,Shopping,7,1,Presencial,141938.43,
1269,2025-01-24 11:30:00,17254174,Centro,1,5,Presencial,99288.83,
1270,2024-04-02 09:42:00,28669062,Tienda Online,9,5,Web,115192.7,
1271,2025-01-19 04:23:00,20714555,Norte,6,5,Presencial,122344.02,
1272,2025-08-05 20:21:00,26723413,Tienda Online,10,2,Web,32320.56,
1273,2025-04-09 04:02:00,42659965,Norte,5,3,Presencial,113588.35,
1274,2024-06-08 00:52:00,35059825,Tienda Online,10,4,Web,36700.58,
1275,2025-05-05 07:52:00,44107468,Centro,2,4,Presencial,128362.98000000001,
1276,2024-05-09 09:36:00,42494017,Norte,4,1,Presencial,41361.66,
1277,2024-02-03 08:31:00,10770478,Norte,6,1,Presencial,171829.64,
1278,2025-01-14 15:06:00,24855701,Norte,4,3,Presencial,66501.35,
1279,2024-09-14 15:45:00,14684875,Shopping,7,1,Presencial,32525.33,
1280,2024-07-31 00:54:00,42859207,Norte,6,5,Presencial,97737.88,
1281,2024-04-09 22:52:00,26373518,Shopping,7,4,Presencial,32525.33,
1282,2025-04-19 02:52:00,26852461,Norte,4,5,Presencial,98033.91,
1283,2024-10-21 12:19:00,32012128,Centro,1,3,Presencial,66503.36,
1284,2025-03-21 06:12:00,24627352,Tienda Online,10,5,Web,133146.93,4
1285,2024-06-09 15:00:00,14265307,Tienda Online,10,3,Web,125094.73000000001,
1286,2024-02-28 09:04:00,26297346,Norte,6,4,Presencial,165619.98,
1287,2025-11-01 08:57:00,25086706,Shopping,7,2,Presencial,158050.53,4
1288,2025-05-19 21:48:00,19938405,Shopping,7,1,Presencial,28716.74,
1289,2025-07-23 09:59:00,18439645,Tienda Online,9,4,Web,66501.35,
1290,2025-08-07 09:05:00,37271524,Tienda Online,10,2,Web,172971.05,
1291,2025-04-01 00:30:00,32828789,Norte,5,3,Presencial,94319.68,
1292,2024-04-18 03:02:00,41561757,Tienda Online,9,1,Web,130930.9,
1293,2025-12-01 23:57:00,16744926,Shopping,7,5,Presencial,97371.22,
1294,2025-07-04 17:11:00,32279787,Tienda Online,9,5,Web,32525.33,
1295,2024-05-21 05:29:00,43334803,Norte,5,1,Presencial,184913.68,
1296,2024-07-12 12:58:00,33776507,Centro,2,3,Presencial,61861.630000000005,
1297,2024-10-03 05:38:00,30854088,Tienda Online,9,5,Web,189393.47999999998,
1298,2024-02-21 09:07:00,26428983,Shopping,7,5,Presencial,98610.34,
1299,2024-02-15 16:52:00,32132749,Norte,5,2,Presencial,160452.0,
1300,2025-11-17 21:53:00,15407475,Centro,1,2,Presencial,142153.31,
1301,2024-03-07 15:09:00,24672546,Centro,1,2,Presencial,96363.5,
1302,2024-09-05 21:30:00,44533969,Centro,2,3,Presencial,193160.74,
1303,2024-05-20 08:49:00,10372106,Shopping,7,4,Presencial,182090.55,
1304,2025-02-21 03:41:00,23222803,Norte,4,2,Presencial,166830.1,
1305,2024-04-06 13:40:00,21387796,Tienda Online,10,1,Web,110382.8,
1306,2025-10-27 01:04:00,24867952,Tienda Online,10,2,Web,33144.89,
1307,2024-03-05 16:02:00,17318490,Tienda Online,9,4,Web,155700.48,
1308,2024-03-22 15:06:00,28731761,Centro,2,4,Presencial,158225.13,
1309,2025-07-05 21:04:00,29790252,Tienda Online,10,2,Web,142339.63,
1310,2024-02-29 23:27:00,10949480,Norte,5,3,Presencial,28716.74,
1311,2025-04-30 02:40:00,37138900,Shopping,7,1,Presencial,60494.149999999994,
1312,2024-12-01 12:42:00,14265307,Centro,2,1,Presencial,28716.74,
1313,2025-08-09 10:16:00,34296024,Shopping,7,2,Presencial,97728.63,
1314,2025-11-29 09:21:00,13291303,Tienda Online,10,5,Web,133471.01,
1315,2024-01-30 19:29:00,16884540,Tienda Online,9,3,Web,61861.630000000005,
1316,2024-05-13 08:16:00,14265307,Norte,6,3,Presencial,70523.95999999999,
1317,2024-12-08 20:36:00,38250184,Centro,2,3,Presencial,131609.39,
1318,2025-03-14 16:19:00,24429953,Centro,1,4,Presencial,142424.25,4
1319,2025-07-03 00:30:00,36775919,Norte,6,4,Presencial,142256.19,
1320,2025-10-15 14:30:00,38330675,Tienda Online,9,2,Web,33823.38,
1321,2025-05-05 11:40:00,20905308,Shopping,7,4,Presencial,205957.4,
1322,2024-05-06 22:55:00,30390056,Norte,6,2,Presencial,101956.37000000001,
1323,2024-03-19 03:48:00,41341494,Shopping,7,2,Presencial,94182.19,
1324,2024-09-05 22:40:00,30873468,Centro,2,2,Presencial,149974.28,
1325,2024-03-09 20:42:00,29790252,Tienda Online,9,4,Web,115248.65000000001,
1326,2025-07-12 17:10:00,10990382,Tienda Online,9,3,Web,78773.32,
1327,2024-03-09 14:30:00,41854862,Norte,5,2,Presencial,110382.8,
1328,2025-01-05 23:29:00,27675739,Tienda Online,9,4,Web,127684.49,
1329,2024-11-24 08:13:00,24867952,Norte,5,1,Presencial,195885.3,
1330,2024-06-07 23:34:00,36891021,Norte,6,1,Presencial,156948.37,
1331,2025-09-04 18:26:00,34546748,Tienda Online,9,4,Web,103272.01999999999,
1332,2025-10-23 22:30:00,35526737,Centro,2,4,Presencial,61394.71000000001,
1333,2025-07-24 07:14:00,13836296,Centro,2,2,Presencial,68006.18,
1334,2025-06-18 13:10:00,22425195,Centro,2,4,Presencial,176913.78000000003,5
1335,2024-03-28 20:07:00,13659179,Tienda Online,10,1,Web,105837.44,
1336,2024-07-22 00:34:00,27244970,Tienda Online,9,4,Web,143760.62,
1337,2024-02-17 14:52:00,28540070,Centro,2,4,Presencial,33144.89,
1338,2025-01-14 10:12:00,36775919,Tienda Online,9,1,Web,108069.79000000001,
1339,2025-08-28 09:10:00,16645229,Shopping,7,5,Presencial,99493.6,
1340,2024-05-24 12:53:00,34764543,Norte,4,5,Presencial,126551.41,
1341,2025-01-14 20:11:00,37011889,Centro,1,2,Presencial,129400.89,
1342,2025-01-02 15:30:00,24867952,Centro,1,5,Presencial,67646.76,
1343,2025-07-20 00:11:00,16645229,Centro,2,5,Presencial,153558.57,
1344,2024-04-02 22:54:00,32012128,Norte,5,2,Presencial,54192.0,
1345,2025-09-15 20:12:00,11947822,Centro,2,2,Presencial,87833.95999999999,
1346,2025-01-10 09:05:00,13836296,Tienda Online,10,1,Web,108689.35,
1347,2024-01-03 19:43:00,42659965,Tienda Online,10,2,Web,123723.26000000001,
1348,2024-12-16 13:59:00,28610049,Centro,2,1,Presencial,135495.72,
1349,2024-10-13 00:10:00,27906335,Shopping,7,1,Presencial,69845.47,
1350,2024-05-19 14:19:00,38330675,Tienda Online,10,4,Web,33144.89,
1351,2025-07-29 21:53:00,13291303,Shopping,7,1,Presencial,33823.38,
1352,2024-04-21 22:25:00,32828789,Centro,2,3,Presencial,133311.5,
1353,2024-02-03 15:46:00,39176602,Shopping,7,4,Presencial,36700.58,
1354,2025-10-31 02:57:00,24867952,Norte,5,5,Presencial,91949.84,
1355,2025-08-30 18:57:00,37403776,Tienda Online,10,2,Web,136915.32,
1356,2024-03-31 21:18:00,14265307,Tienda Online,10,5,Web,69021.14,
1357,2024-03-13 01:12:00,25273674,Norte,5,3,Presencial,169319.1,
1358,2024-06-04 14:21:00,22203066,Norte,5,1,Presencial,135901.26,
1359,2025-07-08 17:10:00,39406068,Centro,1,5,Presencial,83400.95000000001,
1360,2024-12-04 11:24:00,41410296,Tienda Online,10,4,Web,41361.66,
1361,2025-09-26 11:27:00,35768358,Norte,4,1,Presencial,66289.78,
1362,2024-11-28 03:39:00,14441842,Tienda Online,10,4,Web,57433.48,
1363,2024-04-14 07:58:00,44068679,Tienda Online,10,1,Web,160637.42,
1364,2024-06-30 05:44:00,20915531,Tienda Online,10,4,Web,82723.32,
1365,2024-03-26 23:17:00,12667017,Tienda Online,9,1,Web,95006.52,
1366,2024-03-01 00:21:00,36200760,Tienda Online,9,4,Web,32525.33,
1367,2024-08-07 06:14:00,24161661,Shopping,7,5,Presencial,29569.23,
1368,2025-05-19 03:24:00,24429953,Tienda Online,9,4,Web,171920.90000000002,
1369,2025-02-06 09:49:00,20369856,Tienda Online,9,2,Web,61394.71000000001,
1370,2024-12-22 04:18:00,16778091,Shopping,7,2,Presencial,32677.97,
1371,2025-10-03 20:56:00,21989124,Tienda Online,10,2,Web,233388.81,
1372,2025-10-21 00:39:00,35526938,Shopping,7,5,Presencial,28716.74,
1373,2025-03-25 16:17:00,39672841,Tienda Online,9,1,Web,134438.46000000002,
1374,2024-08-18 00:42:00,28456905,Norte,4,4,Presencial,97415.90000000001,
1375,2024-08-05 12:57:00,30549138,Norte,4,3,Presencial,98821.91,
1376,2025-11-08 19:32:00,40663924,Centro,1,2,Presencial,91669.3,4
1377,2024-01-06 21:44:00,32049663,Tienda Online,10,5,Web,66503.36,
1378,2025-02-06 15:09:00,28731761,Tienda Online,9,2,Web,102603.73000000001,
1379,2025-07-10 15:23:00,14887419,Tienda Online,9,5,Web,96363.5,
1380,2025-11-18 06:06:00,28289000,Tienda Online,9,1,Web,160610.59,4
1381,2024-06-14 07:42:00,32132749,Centro,1,5,Presencial,65465.45,
1382,2024-06-24 02:18:00,39677512,Tienda Online,10,5,Web,33144.89,
1383,2024-04-06 14:48:00,10038379,Centro,1,1,Presencial,95034.68,
1384,2025-04-26 05:42:00,27808512,Shopping,7,1,Presencial,57433.48,
1385,2024-08-30 16:20:00,34041232,Tienda Online,9,5,Web,142983.58000000002,
1386,2024-11-14 01:49:00,24377188,Shopping,7,5,Presencial,62899.54000000001,
1387,2024-10-28 18:19:00,31231220,Centro,2,2,Presencial,130873.52,
1388,2024-05-14 17:54:00,25442983,Norte,5,1,Presencial,154900.47999999998,
1389,2024-04-15 08:19:00,40632634,Centro,2,2,Presencial,127386.01,
1390,2025-09-01 07:52:00,17245195,Norte,6,4,Presencial,159578.0,
1391,2024-05-02 00:59:00,20371898,Tienda Online,10,2,Web,27916.74,
1392,2024-07-26 04:02:00,12409147,Centro,1,4,Presencial,134795.87,
1393,2025-02-07 05:13:00,18439645,Norte,6,5,Presencial,99646.23999999999,
1394,2025-11-02 01:14:00,20226206,Centro,1,4,Presencial,169639.58000000002,4
1395,2024-09-18 07:23:00,43453305,Tienda Online,10,2,Web,164637.97,
1396,2025-05-19 20:16:00,34929174,Shopping,7,5,Presencial,73682.22,
1397,2025-08-07 23:18:00,38120042,Shopping,7,3,Presencial,104594.76000000001,
1398,2024-07-10 12:28:00,44068679,Centro,2,3,Presencial,134148.11,
1399,2025-01-09 22:49:00,37652324,Norte,5,4,Presencial,103223.29000000001,
1400,2024-10-02 17:02:00,30549138,Shopping,7,4,Presencial,84411.56,
1401,2024-10-04 13:24:00,31630635,Tienda Online,10,5,Web,36700.58,
1402,2024-10-14 04:19:00,38396306,Norte,4,2,Presencial,235163.32,
1403,2025-02-12 20:20:00,12667017,Tienda Online,10,3,Web,162879.34,
1404,2025-01-11 20:05:00,42590824,Centro,1,3,Presencial,57433.48,
1405,2025-10-28 18:35:00,27826293,Centro,1,2,Presencial,41361.66,
1406,2024-11-12 07:17:00,10770478,Centro,1,4,Presencial,131645.72,
1407,2024-01-31 18:13:00,30279639,Shopping,7,1,Presencial,76063.44,
1408,2025-07-16 15:14:00,42789774,Centro,2,5,Presencial,108329.93,
1409,2024-09-22 09:06:00,27244970,Centro,2,1,Presencial,33144.89,
1410,2024-12-15 05:02:00,39263324,Centro,1,4,Presencial,117448.95000000001,
1411,2024-02-17 21:28:00,20369856,Tienda Online,10,3,Web,160005.05,
1412,2025-11-29 06:04:00,27785377,Centro,1,2,Presencial,164403.07,4
1413,2024-03-29 16:52:00,29142751,Centro,1,1,Presencial,159263.04,
1414,2025-10-08 16:32:00,34929174,Shopping,7,2,Presencial,168562.77000000002,
1415,2024-08-15 12:05:00,19888757,Norte,4,2,Presencial,199367.29,
1416,2025-05-24 04:07:00,38870188,Tienda Online,9,5,Web,141686.39,
1417,2025-05-19 22:44:00,27044130,Tienda Online,10,4,Web,192741.49,
1418,2024-06-05 04:50:00,16381102,Tienda Online,9,2,Web,33144.89,
1419,2024-06-06 11:48:00,26871415,Shopping,7,5,Presencial,66269.81,
1420,2025-09-24 11:31:00,24304543,Tienda Online,10,3,Web,61037.3,
1421,2025-12-01 16:47:00,19938405,Tienda Online,9,1,Web,181333.66,
1422,2025-11-06 02:26:00,14616506,Shopping,7,4,Presencial,180604.59000000003,
1423,2025-11-06 02:17:00,26723413,Shopping,7,1,Presencial,32677.97,
1424,2024-12-16 11:15:00,28086578,Shopping,7,3,Presencial,165756.54,
1425,2024-01-01 04:40:00,32833825,Centro,2,3,Presencial,28716.74,
1426,2025-05-23 03:16:00,26764226,Centro,2,1,Presencial,159569.6,1
1427,2024-07-08 04:30:00,34552283,Tienda Online,9,4,Web,132172.96000000002,
1428,2025-10-14 07:05:00,18792148,Tienda Online,10,5,Web,56175.94,
1429,2024-07-05 07:57:00,14616506,Centro,2,2,Presencial,145622.86000000002,
1430,2025-07-30 21:50:00,28540070,Shopping,7,3,Presencial,21871.44,
1431,2025-07-28 15:50:00,40514355,Shopping,7,3,Presencial,130263.21,
1432,2024-07-25 13:09:00,27826293,Tienda Online,9,4,Web,119423.90000000001,
1433,2025-04-26 06:47:00,26428983,Tienda Online,10,5,Web,160846.86000000002,
1434,2024-12-24 03:45:00,30090967,Norte,5,5,Presencial,74039.63,
1435,2025-09-20 09:53:00,17656258,Tienda Online,10,5,Web,178641.26,
1436,2024-11-08 20:53:00,41996735,Shopping,7,4,Presencial,169764.66,
1437,2025-06-22 23:04:00,19604467,Centro,2,5,Presencial,192508.56,
1438,2024-10-03 03:24:00,40632634,Centro,1,2,Presencial,64998.53,
1439,2024-02-14 16:20:00,26373518,Tienda Online,10,3,Web,66968.26999999999,
1440,2024-12-10 16:07:00,24580721,Tienda Online,9,2,Web,33823.38,
1441,2024-11-05 09:29:00,25636276,Tienda Online,10,4,Web,32320.56,
1442,2024-08-16 19:20:00,32828789,Shopping,7,1,Presencial,32320.56,
1443,2024-07-27 15:45:00,30390056,Tienda Online,10,4,Web,74506.55,
1444,2025-04-27 00:04:00,14684875,Tienda Online,9,4,Web,167119.78999999998,
